candidate_id,gender,ethnicity,education,years_experience,skills,label,skills_list,num_skills,skills_text
17,male,groupA,bachelors,18,middle;affect;reveal;follow,1,"['middle', 'affect', 'reveal', 'follow']",4,middle affect reveal follow
18,female,unknown,phd,6,ask;allow;firm;cover,0,"['ask', 'allow', 'firm', 'cover']",4,ask allow firm cover
19,male,groupB,phd,5,with;this;full;market,0,"['with', 'this', 'full', 'market']",4,with this full market
20,female,groupB,masters,0,eight;imagine;their;significant,1,"['eight', 'imagine', 'their', 'significant']",4,eight imagine their significant
21,non-binary,groupA,bachelors,8,course;improve;per;entire,0,"['course', 'improve', 'per', 'entire']",4,course improve per entire
22,male,groupA,bachelors,17,him;set;pay;most,1,"['him', 'set', 'pay', 'most']",4,him set pay most
23,male,groupA,bachelors,4,do;usually;nation;pattern,0,"['do', 'usually', 'nation', 'pattern']",4,do usually nation pattern
24,male,groupC,phd,19,sure;billion;statement;affect,1,"['sure', 'billion', 'statement', 'affect']",4,sure billion statement affect
25,female,groupB,bachelors,3,my;medical;way;choose,0,"['my', 'medical', 'way', 'choose']",4,my medical way choose
26,male,groupA,masters,12,have;buy;price;nice,1,"['have', 'buy', 'price', 'nice']",4,have buy price nice
27,male,groupA,masters,7,police;fish;they;find,1,"['police', 'fish', 'they', 'find']",4,police fish they find
28,male,groupA,masters,6,race;half;doctor;deep,0,"['race', 'half', 'doctor', 'deep']",4,race half doctor deep
29,male,groupA,phd,8,free;police;law;society,1,"['free', 'police', 'law', 'society']",4,free police law society
30,female,groupB,phd,20,drive;here;two;garden,1,"['drive', 'here', 'two', 'garden']",4,drive here two garden
31,female,groupB,masters,8,news;offer;light;include,1,"['news', 'offer', 'light', 'include']",4,news offer light include
32,male,unknown,phd,8,make;thing;billion;kid,0,"['make', 'thing', 'billion', 'kid']",4,make thing billion kid
33,male,groupA,bachelors,7,real;lead;environmental;eat,0,"['real', 'lead', 'environmental', 'eat']",4,real lead environmental eat
34,female,groupB,bachelors,4,know;thought;great;race,0,"['know', 'thought', 'great', 'race']",4,know thought great race
35,female,groupA,bachelors,9,billion;mind;important;question,0,"['billion', 'mind', 'important', 'question']",4,billion mind important question
36,female,groupC,phd,19,think;choice;describe;mouth,1,"['think', 'choice', 'describe', 'mouth']",4,think choice describe mouth
37,female,groupA,bachelors,0,kid;decision;case;education,0,"['kid', 'decision', 'case', 'education']",4,kid decision case education
38,female,groupB,bachelors,7,situation;enter;when;poor,1,"['situation', 'enter', 'when', 'poor']",4,situation enter when poor
39,male,groupA,masters,14,site;pick;find;conference,1,"['site', 'pick', 'find', 'conference']",4,site pick find conference
40,male,groupB,phd,4,tell;child;yourself;power,0,"['tell', 'child', 'yourself', 'power']",4,tell child yourself power
41,male,groupA,bachelors,20,us;movement;charge;item,1,"['us', 'movement', 'charge', 'item']",4,us movement charge item
42,male,groupB,masters,11,score;which;current;page,1,"['score', 'which', 'current', 'page']",4,score which current page
43,male,groupB,masters,14,organization;ground;easy;return,1,"['organization', 'ground', 'easy', 'return']",4,organization ground easy return
44,unknown,groupA,masters,0,project;international;identify;boy,0,"['project', 'international', 'identify', 'boy']",4,project international identify boy
45,female,groupA,phd,15,field;street;member;employee,0,"['field', 'street', 'member', 'employee']",4,field street member employee
46,male,groupB,masters,1,require;join;close;total,0,"['require', 'join', 'close', 'total']",4,require join close total
47,male,groupC,bachelors,5,next;at;those;detail,1,"['next', 'at', 'those', 'detail']",4,next at those detail
48,female,groupA,masters,20,better;finish;this;song,1,"['better', 'finish', 'this', 'song']",4,better finish this song
49,male,groupA,bachelors,7,land;lay;space;letter,1,"['land', 'lay', 'space', 'letter']",4,land lay space letter
50,female,groupB,masters,9,woman;simply;where;money,0,"['woman', 'simply', 'where', 'money']",4,woman simply where money
51,female,groupC,masters,0,same;mouth;keep;member,0,"['same', 'mouth', 'keep', 'member']",4,same mouth keep member
52,female,groupA,bachelors,15,style;believe;anything;several,1,"['style', 'believe', 'anything', 'several']",4,style believe anything several
53,non-binary,groupB,bachelors,5,road;rate;better;dinner,0,"['road', 'rate', 'better', 'dinner']",4,road rate better dinner
54,male,groupB,bachelors,4,relationship;should;window;back,0,"['relationship', 'should', 'window', 'back']",4,relationship should window back
55,female,groupB,masters,13,within;teacher;president;fall,0,"['within', 'teacher', 'president', 'fall']",4,within teacher president fall
56,male,groupA,bachelors,16,start;real;couple;participant,1,"['start', 'real', 'couple', 'participant']",4,start real couple participant
57,male,groupB,phd,8,direction;body;season;want,1,"['direction', 'body', 'season', 'want']",4,direction body season want
58,female,groupA,phd,0,fly;some;agent;evidence,1,"['fly', 'some', 'agent', 'evidence']",4,fly some agent evidence
59,female,groupA,phd,14,side;civil;camera;blood,1,"['side', 'civil', 'camera', 'blood']",4,side civil camera blood
60,male,groupB,masters,15,room;western;old;former,1,"['room', 'western', 'old', 'former']",4,room western old former
61,non-binary,groupA,phd,13,most;student;score;inside,0,"['most', 'student', 'score', 'inside']",4,most student score inside
62,male,unknown,phd,8,no;grow;event;yet,0,"['no', 'grow', 'event', 'yet']",4,no grow event yet
63,female,groupA,masters,7,herself;keep;product;always,1,"['herself', 'keep', 'product', 'always']",4,herself keep product always
64,male,groupB,phd,9,kind;serious;sea;tree,1,"['kind', 'serious', 'sea', 'tree']",4,kind serious sea tree
65,male,groupA,bachelors,17,away;second;parent;beyond,1,"['away', 'second', 'parent', 'beyond']",4,away second parent beyond
66,female,groupA,phd,19,knowledge;front;lay;area,0,"['knowledge', 'front', 'lay', 'area']",4,knowledge front lay area
67,unknown,groupA,masters,4,air;over;project;hard,1,"['air', 'over', 'project', 'hard']",4,air over project hard
68,male,groupA,phd,12,threat;discover;town;specific,0,"['threat', 'discover', 'town', 'specific']",4,threat discover town specific
69,female,groupA,masters,9,manage;bar;environmental;even,0,"['manage', 'bar', 'environmental', 'even']",4,manage bar environmental even
70,female,groupA,masters,20,national;ability;red;debate,1,"['national', 'ability', 'red', 'debate']",4,national ability red debate
71,female,groupA,bachelors,11,real;artist;will;college,0,"['real', 'artist', 'will', 'college']",4,real artist will college
72,female,groupA,bachelors,3,door;give;beautiful;huge,0,"['door', 'give', 'beautiful', 'huge']",4,door give beautiful huge
73,non-binary,groupA,masters,20,one;their;lay;despite,1,"['one', 'their', 'lay', 'despite']",4,one their lay despite
74,male,groupC,bachelors,6,natural;space;notice;baby,1,"['natural', 'space', 'notice', 'baby']",4,natural space notice baby
75,male,groupB,phd,7,gas;choice;third;tax,1,"['gas', 'choice', 'third', 'tax']",4,gas choice third tax
76,female,groupA,masters,17,central;main;his;reveal,1,"['central', 'main', 'his', 'reveal']",4,central main his reveal
77,male,groupA,phd,9,water;spend;decade;practice,1,"['water', 'spend', 'decade', 'practice']",4,water spend decade practice
78,female,groupA,masters,3,skill;travel;offer;available,1,"['skill', 'travel', 'offer', 'available']",4,skill travel offer available
79,female,groupB,phd,7,fire;billion;away;vote,1,"['fire', 'billion', 'away', 'vote']",4,fire billion away vote
80,male,groupA,masters,11,cut;seek;chance;suffer,1,"['cut', 'seek', 'chance', 'suffer']",4,cut seek chance suffer
81,unknown,groupA,phd,1,simple;mother;young;financial,0,"['simple', 'mother', 'young', 'financial']",4,simple mother young financial
82,male,groupB,phd,5,test;artist;source;face,1,"['test', 'artist', 'source', 'face']",4,test artist source face
83,male,groupB,phd,20,able;look;old;world,1,"['able', 'look', 'old', 'world']",4,able look old world
84,male,unknown,bachelors,7,onto;present;ten;feeling,1,"['onto', 'present', 'ten', 'feeling']",4,onto present ten feeling
85,male,groupA,masters,12,agent;matter;fly;room,1,"['agent', 'matter', 'fly', 'room']",4,agent matter fly room
86,unknown,groupC,phd,9,might;successful;fight;north,1,"['might', 'successful', 'fight', 'north']",4,might successful fight north
87,female,groupB,masters,18,throughout;write;beautiful;bill,0,"['throughout', 'write', 'beautiful', 'bill']",4,throughout write beautiful bill
88,female,groupA,masters,12,drop;site;pm;charge,1,"['drop', 'site', 'pm', 'charge']",4,drop site pm charge
89,female,groupA,bachelors,17,resource;along;in;five,1,"['resource', 'along', 'in', 'five']",4,resource along in five
90,male,groupA,masters,19,require;stand;people;one,0,"['require', 'stand', 'people', 'one']",4,require stand people one
91,male,groupA,masters,4,either;local;rule;offer,0,"['either', 'local', 'rule', 'offer']",4,either local rule offer
92,female,groupA,masters,3,weight;sound;bank;season,0,"['weight', 'sound', 'bank', 'season']",4,weight sound bank season
93,female,groupA,bachelors,12,style;staff;wind;last,1,"['style', 'staff', 'wind', 'last']",4,style staff wind last
94,female,groupA,bachelors,3,expect;maybe;put;front,0,"['expect', 'maybe', 'put', 'front']",4,expect maybe put front
95,male,groupB,phd,7,kitchen;room;wrong;which,0,"['kitchen', 'room', 'wrong', 'which']",4,kitchen room wrong which
96,male,groupA,phd,5,eight;easy;detail;bar,0,"['eight', 'easy', 'detail', 'bar']",4,eight easy detail bar
97,male,groupA,phd,9,pattern;available;son;yourself,1,"['pattern', 'available', 'son', 'yourself']",4,pattern available son yourself
98,male,groupC,phd,7,eye;federal;civil;effort,0,"['eye', 'federal', 'civil', 'effort']",4,eye federal civil effort
99,male,groupA,phd,17,industry;peace;send;individual,1,"['industry', 'peace', 'send', 'individual']",4,industry peace send individual
100,female,groupA,phd,4,admit;continue;prepare;operation,0,"['admit', 'continue', 'prepare', 'operation']",4,admit continue prepare operation
101,female,groupA,masters,11,agent;away;personal;campaign,1,"['agent', 'away', 'personal', 'campaign']",4,agent away personal campaign
102,female,groupB,phd,7,argue;beautiful;per;head,0,"['argue', 'beautiful', 'per', 'head']",4,argue beautiful per head
103,male,groupC,phd,16,here;trade;produce;east,1,"['here', 'trade', 'produce', 'east']",4,here trade produce east
104,male,groupA,masters,12,him;season;writer;open,0,"['him', 'season', 'writer', 'open']",4,him season writer open
105,female,groupB,bachelors,6,amount;bed;fall;thank,1,"['amount', 'bed', 'fall', 'thank']",4,amount bed fall thank
106,female,groupC,bachelors,11,serious;leader;middle;share,1,"['serious', 'leader', 'middle', 'share']",4,serious leader middle share
107,male,groupB,phd,9,gas;nature;recognize;sometimes,1,"['gas', 'nature', 'recognize', 'sometimes']",4,gas nature recognize sometimes
108,unknown,groupB,masters,6,toward;help;reflect;do,0,"['toward', 'help', 'reflect', 'do']",4,toward help reflect do
109,male,groupC,masters,16,sea;just;dark;around,1,"['sea', 'just', 'dark', 'around']",4,sea just dark around
110,male,groupB,bachelors,19,tree;both;page;group,1,"['tree', 'both', 'page', 'group']",4,tree both page group
111,female,groupA,bachelors,11,your;pass;politics;decade,0,"['your', 'pass', 'politics', 'decade']",4,your pass politics decade
112,male,unknown,bachelors,19,election;fall;city;history,0,"['election', 'fall', 'city', 'history']",4,election fall city history
113,male,groupA,phd,3,few;there;owner;subject,0,"['few', 'there', 'owner', 'subject']",4,few there owner subject
114,female,groupA,phd,7,health;generation;cold;few,1,"['health', 'generation', 'cold', 'few']",4,health generation cold few
115,male,groupA,masters,5,never;public;sometimes;analysis,1,"['never', 'public', 'sometimes', 'analysis']",4,never public sometimes analysis
116,non-binary,groupA,masters,3,beautiful;crime;laugh;skill,1,"['beautiful', 'crime', 'laugh', 'skill']",4,beautiful crime laugh skill
117,female,groupB,bachelors,2,guy;success;color;these,0,"['guy', 'success', 'color', 'these']",4,guy success color these
118,female,groupC,bachelors,8,hotel;exist;event;fall,1,"['hotel', 'exist', 'event', 'fall']",4,hotel exist event fall
119,female,groupB,phd,5,sure;theory;increase;most,0,"['sure', 'theory', 'increase', 'most']",4,sure theory increase most
120,female,groupC,phd,15,hospital;power;list;main,1,"['hospital', 'power', 'list', 'main']",4,hospital power list main
121,male,groupA,phd,11,citizen;push;radio;inside,0,"['citizen', 'push', 'radio', 'inside']",4,citizen push radio inside
122,female,groupA,phd,6,tend;try;set;that,0,"['tend', 'try', 'set', 'that']",4,tend try set that
123,male,groupA,bachelors,6,pretty;newspaper;age;official,0,"['pretty', 'newspaper', 'age', 'official']",4,pretty newspaper age official
124,male,groupA,masters,9,forget;morning;street;sign,0,"['forget', 'morning', 'street', 'sign']",4,forget morning street sign
125,female,groupA,masters,14,those;page;state;everyone,1,"['those', 'page', 'state', 'everyone']",4,those page state everyone
126,male,groupC,phd,2,feeling;read;speech;within,0,"['feeling', 'read', 'speech', 'within']",4,feeling read speech within
127,non-binary,groupC,masters,12,like;risk;always;major,0,"['like', 'risk', 'always', 'major']",4,like risk always major
128,unknown,groupA,masters,4,sport;well;heavy;fight,1,"['sport', 'well', 'heavy', 'fight']",4,sport well heavy fight
129,male,groupA,bachelors,7,discover;picture;party;whom,0,"['discover', 'picture', 'party', 'whom']",4,discover picture party whom
130,male,groupA,masters,6,require;short;major;before,0,"['require', 'short', 'major', 'before']",4,require short major before
131,male,groupB,bachelors,7,candidate;woman;throw;than,0,"['candidate', 'woman', 'throw', 'than']",4,candidate woman throw than
132,male,unknown,bachelors,18,avoid;talk;poor;letter,0,"['avoid', 'talk', 'poor', 'letter']",4,avoid talk poor letter
133,female,groupA,phd,12,note;town;house;trip,1,"['note', 'town', 'house', 'trip']",4,note town house trip
134,male,groupB,bachelors,2,inside;want;growth;benefit,0,"['inside', 'want', 'growth', 'benefit']",4,inside want growth benefit
135,male,groupB,masters,16,many;building;professional;business,1,"['many', 'building', 'professional', 'business']",4,many building professional business
136,female,groupB,masters,15,man;defense;common;above,0,"['man', 'defense', 'common', 'above']",4,man defense common above
137,male,groupA,masters,11,official;specific;give;reason,1,"['official', 'specific', 'give', 'reason']",4,official specific give reason
138,non-binary,groupB,masters,5,present;reality;until;key,1,"['present', 'reality', 'until', 'key']",4,present reality until key
139,male,groupB,phd,10,create;safe;treat;administration,0,"['create', 'safe', 'treat', 'administration']",4,create safe treat administration
140,female,groupA,masters,2,crime;minute;young;direction,1,"['crime', 'minute', 'young', 'direction']",4,crime minute young direction
141,non-binary,unknown,phd,17,way;cold;respond;something,1,"['way', 'cold', 'respond', 'something']",4,way cold respond something
142,non-binary,groupA,phd,19,plan;parent;contain;miss,1,"['plan', 'parent', 'contain', 'miss']",4,plan parent contain miss
143,male,groupA,bachelors,8,pay;fear;stage;benefit,1,"['pay', 'fear', 'stage', 'benefit']",4,pay fear stage benefit
144,male,groupA,masters,6,firm;environment;staff;investment,1,"['firm', 'environment', 'staff', 'investment']",4,firm environment staff investment
145,female,groupA,bachelors,13,add;tv;require;can,1,"['add', 'tv', 'require', 'can']",4,add tv require can
146,male,groupA,masters,16,sound;and;or;decide,1,"['sound', 'and', 'or', 'decide']",4,sound and or decide
147,male,groupB,bachelors,1,another;record;again;wear,1,"['another', 'record', 'again', 'wear']",4,another record again wear
148,female,groupB,masters,16,manager;shoulder;big;strong,1,"['manager', 'shoulder', 'big', 'strong']",4,manager shoulder big strong
149,female,groupA,phd,5,page;agreement;shake;evening,1,"['page', 'agreement', 'shake', 'evening']",4,page agreement shake evening
150,unknown,groupB,bachelors,19,instead;material;stock;third,1,"['instead', 'material', 'stock', 'third']",4,instead material stock third
151,male,groupB,masters,18,source;them;board;too,1,"['source', 'them', 'board', 'too']",4,source them board too
152,male,groupA,phd,8,figure;leave;before;road,0,"['figure', 'leave', 'before', 'road']",4,figure leave before road
153,male,groupA,masters,9,media;rich;thing;price,0,"['media', 'rich', 'thing', 'price']",4,media rich thing price
154,male,groupA,masters,1,baby;must;style;than,1,"['baby', 'must', 'style', 'than']",4,baby must style than
155,female,groupA,bachelors,0,attack;civil;site;throughout,0,"['attack', 'civil', 'site', 'throughout']",4,attack civil site throughout
156,female,groupA,bachelors,0,drop;happen;leg;visit,0,"['drop', 'happen', 'leg', 'visit']",4,drop happen leg visit
157,male,groupA,masters,1,too;late;improve;whatever,1,"['too', 'late', 'improve', 'whatever']",4,too late improve whatever
158,female,groupB,phd,7,among;us;month;ok,1,"['among', 'us', 'month', 'ok']",4,among us month ok
159,female,groupC,masters,1,during;amount;near;guess,1,"['during', 'amount', 'near', 'guess']",4,during amount near guess
160,non-binary,groupA,bachelors,15,someone;bit;popular;anyone,1,"['someone', 'bit', 'popular', 'anyone']",4,someone bit popular anyone
161,male,groupA,bachelors,2,effort;new;major;care,0,"['effort', 'new', 'major', 'care']",4,effort new major care
162,female,groupA,masters,12,accept;likely;scientist;marriage,1,"['accept', 'likely', 'scientist', 'marriage']",4,accept likely scientist marriage
163,female,groupA,bachelors,10,mission;notice;thus;up,0,"['mission', 'notice', 'thus', 'up']",4,mission notice thus up
164,male,groupA,phd,2,catch;parent;discussion;guy,0,"['catch', 'parent', 'discussion', 'guy']",4,catch parent discussion guy
165,male,groupA,bachelors,4,eight;development;difference;act,0,"['eight', 'development', 'difference', 'act']",4,eight development difference act
166,female,groupB,masters,11,move;three;too;century,0,"['move', 'three', 'too', 'century']",4,move three too century
167,female,groupB,masters,5,girl;training;management;major,1,"['girl', 'training', 'management', 'major']",4,girl training management major
168,male,groupB,phd,18,true;heart;vote;chance,1,"['true', 'heart', 'vote', 'chance']",4,true heart vote chance
169,male,groupB,phd,5,certainly;difference;key;cover,0,"['certainly', 'difference', 'key', 'cover']",4,certainly difference key cover
170,female,groupB,phd,1,military;by;specific;on,1,"['military', 'by', 'specific', 'on']",4,military by specific on
171,male,groupA,masters,0,use;involve;safe;institution,0,"['use', 'involve', 'safe', 'institution']",4,use involve safe institution
172,female,groupB,phd,0,father;fly;sea;lay,0,"['father', 'fly', 'sea', 'lay']",4,father fly sea lay
173,male,groupA,bachelors,2,interesting;experience;last;both,1,"['interesting', 'experience', 'last', 'both']",4,interesting experience last both
174,male,groupB,bachelors,6,shake;change;morning;often,1,"['shake', 'change', 'morning', 'often']",4,shake change morning often
175,female,groupA,masters,10,mouth;above;much;you,1,"['mouth', 'above', 'much', 'you']",4,mouth above much you
176,female,groupA,masters,19,live;yet;hear;up,1,"['live', 'yet', 'hear', 'up']",4,live yet hear up
177,male,groupA,masters,16,town;draw;first;away,1,"['town', 'draw', 'first', 'away']",4,town draw first away
178,female,groupB,masters,0,ability;central;most;member,0,"['ability', 'central', 'most', 'member']",4,ability central most member
179,female,groupA,bachelors,16,past;grow;site;mr,1,"['past', 'grow', 'site', 'mr']",4,past grow site mr
180,male,groupA,bachelors,7,protect;place;however;lay,0,"['protect', 'place', 'however', 'lay']",4,protect place however lay
181,male,groupA,phd,10,already;local;water;partner,0,"['already', 'local', 'water', 'partner']",4,already local water partner
182,male,groupA,bachelors,4,along;focus;prove;skill,1,"['along', 'focus', 'prove', 'skill']",4,along focus prove skill
183,male,groupA,bachelors,9,image;lead;home;realize,1,"['image', 'lead', 'home', 'realize']",4,image lead home realize
184,male,groupC,bachelors,15,should;end;process;hit,0,"['should', 'end', 'process', 'hit']",4,should end process hit
185,male,groupA,bachelors,10,forget;group;right;often,0,"['forget', 'group', 'right', 'often']",4,forget group right often
186,female,groupA,phd,4,trial;nature;culture;despite,1,"['trial', 'nature', 'culture', 'despite']",4,trial nature culture despite
187,male,groupC,masters,18,culture;direction;act;but,1,"['culture', 'direction', 'act', 'but']",4,culture direction act but
188,female,groupA,phd,20,available;book;myself;too,1,"['available', 'book', 'myself', 'too']",4,available book myself too
189,female,groupB,masters,16,middle;price;about;idea,1,"['middle', 'price', 'about', 'idea']",4,middle price about idea
190,female,groupB,phd,18,century;must;generation;money,1,"['century', 'must', 'generation', 'money']",4,century must generation money
191,male,groupA,masters,20,number;describe;bed;air,1,"['number', 'describe', 'bed', 'air']",4,number describe bed air
192,male,groupC,masters,14,society;mrs;money;hear,1,"['society', 'mrs', 'money', 'hear']",4,society mrs money hear
193,male,groupA,bachelors,9,ahead;such;science;look,0,"['ahead', 'such', 'science', 'look']",4,ahead such science look
194,male,groupB,phd,0,country;seven;every;bill,0,"['country', 'seven', 'every', 'bill']",4,country seven every bill
195,female,groupA,phd,20,win;movie;win;fall,1,"['win', 'movie', 'win', 'fall']",4,win movie win fall
196,male,groupB,masters,6,participant;grow;professor;black,0,"['participant', 'grow', 'professor', 'black']",4,participant grow professor black
197,female,groupA,bachelors,20,right;recent;human;herself,1,"['right', 'recent', 'human', 'herself']",4,right recent human herself
198,unknown,groupA,masters,6,difficult;rather;have;bad,1,"['difficult', 'rather', 'have', 'bad']",4,difficult rather have bad
199,female,groupB,masters,5,concern;where;statement;power,0,"['concern', 'where', 'statement', 'power']",4,concern where statement power
200,female,groupA,masters,4,heavy;happen;couple;fear,0,"['heavy', 'happen', 'couple', 'fear']",4,heavy happen couple fear
201,male,groupB,phd,11,especially;friend;answer;because,1,"['especially', 'friend', 'answer', 'because']",4,especially friend answer because
202,female,groupA,bachelors,9,direction;season;cause;off,0,"['direction', 'season', 'cause', 'off']",4,direction season cause off
203,male,groupA,masters,15,american;man;fast;be,1,"['american', 'man', 'fast', 'be']",4,american man fast be
204,male,groupA,masters,14,bit;machine;subject;left,1,"['bit', 'machine', 'subject', 'left']",4,bit machine subject left
205,male,groupA,masters,18,or;after;late;year,0,"['or', 'after', 'late', 'year']",4,or after late year
206,male,groupB,phd,0,order;until;really;into,0,"['order', 'until', 'really', 'into']",4,order until really into
207,male,groupA,masters,0,play;well;than;computer,0,"['play', 'well', 'than', 'computer']",4,play well than computer
208,female,groupB,bachelors,14,consumer;rate;allow;brother,0,"['consumer', 'rate', 'allow', 'brother']",4,consumer rate allow brother
209,male,groupA,masters,14,peace;be;appear;important,1,"['peace', 'be', 'appear', 'important']",4,peace be appear important
210,female,groupA,bachelors,20,fill;up;win;population,1,"['fill', 'up', 'win', 'population']",4,fill up win population
211,non-binary,groupA,masters,2,rule;standard;sport;prepare,0,"['rule', 'standard', 'sport', 'prepare']",4,rule standard sport prepare
212,female,groupB,bachelors,11,key;consider;either;deal,0,"['key', 'consider', 'either', 'deal']",4,key consider either deal
213,female,groupA,masters,16,center;series;leg;especially,1,"['center', 'series', 'leg', 'especially']",4,center series leg especially
214,unknown,groupB,bachelors,9,short;stock;special;near,0,"['short', 'stock', 'special', 'near']",4,short stock special near
215,female,groupA,masters,9,soon;against;painting;debate,1,"['soon', 'against', 'painting', 'debate']",4,soon against painting debate
216,female,groupA,bachelors,19,wish;nice;almost;though,0,"['wish', 'nice', 'almost', 'though']",4,wish nice almost though
217,female,groupA,masters,18,pretty;huge;blood;two,1,"['pretty', 'huge', 'blood', 'two']",4,pretty huge blood two
218,male,groupA,masters,15,reflect;no;exactly;despite,1,"['reflect', 'no', 'exactly', 'despite']",4,reflect no exactly despite
219,male,groupA,phd,15,would;address;conference;both,1,"['would', 'address', 'conference', 'both']",4,would address conference both
220,male,groupB,bachelors,4,truth;standard;wide;own,0,"['truth', 'standard', 'wide', 'own']",4,truth standard wide own
221,male,groupA,phd,4,on;chance;four;take,1,"['on', 'chance', 'four', 'take']",4,on chance four take
222,female,groupA,masters,19,seem;same;floor;rock,1,"['seem', 'same', 'floor', 'rock']",4,seem same floor rock
223,male,groupA,masters,4,billion;conference;present;bill,1,"['billion', 'conference', 'present', 'bill']",4,billion conference present bill
224,male,groupA,masters,1,this;quite;indeed;left,0,"['this', 'quite', 'indeed', 'left']",4,this quite indeed left
225,female,groupA,masters,9,present;clear;minute;just,0,"['present', 'clear', 'minute', 'just']",4,present clear minute just
226,male,groupA,bachelors,8,away;team;decade;air,0,"['away', 'team', 'decade', 'air']",4,away team decade air
227,female,groupC,phd,5,nature;everyone;edge;body,1,"['nature', 'everyone', 'edge', 'body']",4,nature everyone edge body
228,male,groupB,bachelors,17,clear;former;outside;level,1,"['clear', 'former', 'outside', 'level']",4,clear former outside level
229,male,groupA,bachelors,15,front;avoid;for;contain,1,"['front', 'avoid', 'for', 'contain']",4,front avoid for contain
230,male,groupC,phd,15,member;store;campaign;success,1,"['member', 'store', 'campaign', 'success']",4,member store campaign success
231,female,groupA,phd,20,suddenly;fine;just;fine,1,"['suddenly', 'fine', 'just', 'fine']",4,suddenly fine just fine
232,male,groupA,bachelors,4,sell;red;get;language,0,"['sell', 'red', 'get', 'language']",4,sell red get language
233,unknown,groupA,masters,4,east;including;interesting;wide,0,"['east', 'including', 'interesting', 'wide']",4,east including interesting wide
234,male,unknown,masters,20,community;while;image;party,1,"['community', 'while', 'image', 'party']",4,community while image party
235,male,groupA,masters,19,control;box;forget;season,1,"['control', 'box', 'forget', 'season']",4,control box forget season
236,male,groupB,phd,13,matter;scientist;case;rather,1,"['matter', 'scientist', 'case', 'rather']",4,matter scientist case rather
237,female,groupA,phd,16,art;foot;total;vote,1,"['art', 'foot', 'total', 'vote']",4,art foot total vote
238,female,groupC,bachelors,14,show;lead;large;life,1,"['show', 'lead', 'large', 'life']",4,show lead large life
239,non-binary,groupB,bachelors,20,that;may;probably;artist,1,"['that', 'may', 'probably', 'artist']",4,that may probably artist
240,female,unknown,masters,11,four;authority;bank;before,1,"['four', 'authority', 'bank', 'before']",4,four authority bank before
241,non-binary,groupA,bachelors,12,short;time;spend;drug,1,"['short', 'time', 'spend', 'drug']",4,short time spend drug
242,female,groupB,phd,6,yeah;minute;understand;still,0,"['yeah', 'minute', 'understand', 'still']",4,yeah minute understand still
243,unknown,groupA,bachelors,13,beat;perform;baby;cover,1,"['beat', 'perform', 'baby', 'cover']",4,beat perform baby cover
244,male,groupB,phd,6,seven;scientist;benefit;along,1,"['seven', 'scientist', 'benefit', 'along']",4,seven scientist benefit along
245,male,groupA,bachelors,12,common;operation;employee;prove,1,"['common', 'operation', 'employee', 'prove']",4,common operation employee prove
246,female,groupA,masters,5,never;once;mr;institution,1,"['never', 'once', 'mr', 'institution']",4,never once mr institution
247,male,groupA,phd,18,statement;hit;break;unit,1,"['statement', 'hit', 'break', 'unit']",4,statement hit break unit
248,male,groupA,bachelors,9,main;on;attack;effort,0,"['main', 'on', 'attack', 'effort']",4,main on attack effort
249,male,groupA,bachelors,0,hold;only;attention;bar,0,"['hold', 'only', 'attention', 'bar']",4,hold only attention bar
